carId;model;version;price;fuel;year;kms;power;doors;change;color
4194;Supra;TOYOTA Supra Supra 2p.;65990;Gasolina;2020;10;340;2;Automatico;Rojo
4195;MINI;MINI MINI Cooper S 3p.;6450;Gasolina;2011;220000;184;3;Manual;Negro
4196;Trafic;RENAULT Trafic Furgon 27 L1H1 dCi 90;14200;Diesel;2016;49765;90;4;Manual;Blanco
4197;A3;AUDI A3 Sportback 1.6 TDI 105cv Ambiente 5p.;11900;Diesel;2013;151000;105;5;Manual;Blanco
4198;T-Roc;VOLKSWAGEN TRoc Advance 1.6 TDI 85kW 115CV 5p.;27550;Diesel;2020;0;115;5;Manual;Blanco
4199;C3 Aircross;CITROEN C3 Aircross BlueHDi 73kW 100CV SS SHINE 5p.;15490;Diesel;2019;9997;102;5;Manual;Gris / Plata (GRIS BRUMA)
4200;Corsa;OPEL Corsa Cosmo 1.3 CDTi 5p.;4490;Diesel;2008;135298;90;5;Manual;Negro
4201;X6;BMW X6 xDrive30d 5p.;40900;Diesel;2016;77000;258;5;Automatico;Blanco
4202;C3 Aircross;CITROEN C3 Aircross BlueHDi 73kW 100CV SS FEEL 5p.;17100;Diesel;2020;4000;102;5;Manual;Gris / Plata (OSCURO)
4203;Passat;VOLKSWAGEN Passat 1.6 TDI 105cv Advance BlueMotion Tech 4p.;8500;Diesel;2012;140000;105;4;Manual;Rojo
4204;C-Max;FORD CMax 1.6 TDCi 95 Trend 5p.;8900;Diesel;2013;155104;95;5;Manual;Blanco
4205;QASHQAI;NISSAN QASHQAI dCi 85 kW 115 CV E6D TEKNA 5p.;16600;Diesel;2018;78640;115;5;Manual;Blanco
4206;Impreza;SUBARU Impreza 2.0R SPORT 5p.;6950;Gasolina;2010;128000;150;5;Manual;Gris / Plata
4207;308;PEUGEOT 308 Nuevo 308 SW Active 1.6 BlueHDi 120 5p.;9999;Diesel;2015;154500;120;5;Manual;Negro
4208;Renegade;JEEP Renegade 1.6 Mjet 88kW Limited 4x2 DDCT 5p.;26900;Diesel;2020;1;120;5;Automatico;Blanco
4209;A4;AUDI A4 Avant 2.0 TDI 190CV S tronic sport edit 5p.;21900;Diesel;2016;125000;190;5;Automatico;Rojo
4210;207;PEUGEOT 207 ACTIVE 1.4 VTi 95 5p.;4290;Gasolina;2012;114400;95;5;Manual;Negro
4211;ceed;KIA ceed 1.4 CVVT 74kW 100CV Drive 5p.;14800;Gasolina;2019;21518;100;5;Manual;Blanco (Cassa White CWDE)
4212;Berlingo;CITROEN Berlingo Talla M BlueHDi 100 SS FEEL 5p.;19990;Diesel;2020;4;102;5;Manual;Gris / Plata (Plata)
4213;Serie 3;BMW Serie 3 320d M Sport Edition 2p.;17900;Diesel;2013;98642;184;2;Automatico;Gris / Plata
4214;CR-V;HONDA CRV 2.0 iMMD 4x2 ELEGANCE NAVI 5p.;32500;Hibrido;2020;980;184;5;Automatico;Rojo (metalizado)
4215;108;PEUGEOT 108 Allure VTi 52kW 72CV ETG5 5p.;9900;Gasolina;2019;17678;72;5;Manual;Blanco
4216;EQC;MERCEDES-BENZ EQC EQC 400 4MATIC 5p.;73800;Electrico;2020;400;408;5;Automatico;Gris / Plata (gris grafito)
4217;9-3;SAAB 93 Vector 1.9 TiD 2p.;8000;Diesel;2009;165000;150;2;Manual;Azul
4218;Sportage;KIA Sportage 1.6 GDi 97kW 132CV Drive 4x2 5p.;24500;Gasolina;2020;1;132;5;Manual;Blanco
4219;V60;VOLVO V60 2.0 D4 Momentum Auto 5p.;31900;Diesel;2018;100;190;5;Automatico;Gris / Plata
4220;Laguna;RENAULT Laguna EXPRESSION 2.2DCI 5p.;1600;Diesel;2003;261898;150;5;Manual;Beige
4221;C-Elysee;CITROEN CElysee BlueHDi 75KW 100CV Shine 4p.;14100;Diesel;2020;12;102;4;Manual;Gris / Plata (GRIS PLATINO PI)
4222;Brera;ALFA ROMEO Brera 2.4 JTDM 6M 210CV Skyview 3p.;7500;Diesel;2007;160000;210;3;Manual;Blanco
4223;Multivan;VOLKSWAGEN Multivan 2.5 TDI 130cv Startline 4p.;15990;Diesel;2009;272000;130;4;Manual;Gris / Plata
4224;X1;BMW X1 sDrive18d 5p.;10900;Diesel;2011;130000;143;5;Manual;Granate
4225;308;PEUGEOT 308 5p Business Line BlueHDi 73KW 100CV 5p.;14600;Diesel;2018;82000;100;5;Manual;Blanco
4226;ceed;KIA ceed 1.6 CRDi 100kW 136CV Tech DCT 5p.;21490;Diesel;2020;15;136;5;Automatico;Marron
4227;Ka+;FORD Kaplus 1.2 TiVCT 63kW 85CV Ultimate 5p.;9900;Gasolina;2019;18500;85;5;Manual;Negro (Negro Shadow)
4228;E-Pace;JAGUAR EPace 2.0D 110kW S 4WD Auto 5p.;44000;Diesel;2019;1;150;5;Automatico;Rojo
4229;Fiesta;FORD Fiesta 1.0 EcoBoost 103kW STLine SS 5p 5p.;16500;Gasolina;2019;13070;140;5;Manual;Negro
4230;508 Hybrid;PEUGEOT 508 Hybrid 5P GT 225 eEAT8 5p.;39900;Hibrido enchufable;2020;1000;225;5;Automatico;Blanco
4231;Focus;FORD Focus 1.8 TDdi Ambiente Wagon 5p.;1999;Diesel;2004;195000;90;5;Manual;Gris / Plata
4232;Q7;AUDI Q7 3.0 TDI 245cv quattro tiptronic Ambition 5p.;19900;Diesel;2011;199000;245;5;Automatico;Blanco
4233;Megane;RENAULT Megane Sp. Tourer Intens En. dCi 66kW 90CV 5p.;12950;Diesel;2017;49195;90;5;Manual;Blanco
4234;Kuga;FORD Kuga 1.5 TDCi 88kW 4x2 ASS STLine 5p.;20500;Diesel;2017;35000;120;5;Manual;Granate
4235;C-Elysee;CITROEN CElysee BlueHDi 73KW 100CV Exclusive 4p.;7995;Diesel;2016;102000;100;4;Manual;Blanco
4236;Golf;VOLKSWAGEN Golf 1.4 TSI DSG GTE 5p.;17990;Hibrido enchufable;2015;159990;204;5;Automatico;Azul
4237;NV400;NISSAN NV400 L3H2 35T 2.3dCi EU6 96kW FWD COMFORT;16749;Diesel;2018;82043;130;4;Manual;Blanco
4238;Astra;OPEL Astra 1.2T SHL 81kW 110CV GS Line 5p.;17900;Gasolina;2020;120;110;5;Manual;Rojo
4239;Fiesta;FORD Fiesta 1.25 Duratec 60kW 82CV Trend 5p 5p.;8500;Gasolina;2017;59000;82;5;Manual;Azul
4240;Touran;VOLKSWAGEN Touran Business 1.6 TDI 85kW 115CV 5p.;16495;Diesel;2018;84186;115;5;Manual;Negro
4241;Mazda6;MAZDA Mazda6 2.0 CRTD Luxury 5p.;3800;Diesel;2008;272000;140;5;Manual;Blanco
4242;Viano;MERCEDES-BENZ Viano 2.0 CDI Ambiente Extralarga 4p.;4990;Diesel;2008;260000;116;4;Manual;Blanco
4243;Golf;VOLKSWAGEN Golf Advance 1.0 TSI 85kW 115CV 5p.;17490;Gasolina;2019;37152;115;5;Manual;Negro
4244;MINI;MINI MINI COOPER SD CABRIO automatico 2p.;26950;Diesel;2017;17000;170;2;Automatico;Gris / Plata
4245;CLS;MERCEDES-BENZ CLS CLS 400 d 4MATIC 4p.;88500;Diesel;2019;19500;340;4;Automatico;Negro (NEGRO RUBI)
4246;Crossland X;OPEL Crossland X 1.2 81kW 110CV Opel 2020 5p.;17400;Gasolina;2020;10;130;5;Manual;Azul (DISPONIBLE EN MAS COLORES)
4247;Clase C;MERCEDES-BENZ Clase C C 200 d Estate 5p.;53010;Diesel;2019;5;160;5;Automatico;Gris / Plata (GRIS SELENITA)
4248;Range Rover Sport;LAND-ROVER Range Rover Sport 2.7 TD V6 HSE 5p.;13999;Diesel;2009;150000;190;5;Automatico;Negro
4249;Cayenne;PORSCHE Cayenne Turbo 5p.;10500;Gasolina;2003;190000;450;5;Automatico;Azul
4250;e-tron;AUDI etron Black Line edition 55 quattro 5p.;72990;Electrico;2019;7000;408;5;Automatico;Negro
4251;i20;HYUNDAI i20 1.0 TGDI 74kW 100CV Klass 5p.;14690;Gasolina;2020;10;100;5;Manual;Rojo
4252;A4;AUDI A4 2.0 TDI 140cv 4p.;6000;Diesel;2007;212000;140;4;Manual;Azul
4253;911;PORSCHE 911 Carrera 4S Coupe 2p.;49900;Gasolina;2003;53000;320;2;Manual;Gris / Plata
4254;Berlingo;CITROEN Berlingo Multispace LIVE Edition BlueHDi 75;6990;Diesel;2016;210000;75;4;Manual;Blanco
4255;Ducato;FIAT Ducato 35 2.3 Multijet Furgon Largo Alto 96kW;15600;Diesel;2017;145000;130;4;Manual;Blanco
4256;Discovery Sport;LAND-ROVER Discovery Sport 2.0L TD4 110kW 150CV 4x4 SE 5p.;41500;Diesel;2020;10;150;5;Automatico;Negro (Tela Ebony/Ebony)
4257;Pathfinder;NISSAN Pathfinder 2.5dCi 190 CV FE 7 Plazas 5p.;18800;Diesel;2015;136161;190;5;Manual;QM1 Blanco Iceberg (sA3lido)
4258;Focus;FORD Focus 1.6 GHIA 5p.;1500;Gasolina;2004;180000;100;5;Manual;Gris / Plata
4259;500;FIAT 500 1.2 8v 51kW 69CV Lounge 3p.;8650;Gasolina;2018;37144;69;3;Manual;Blanco
4260;Berlingo;CITROEN Berlingo Talla M BlueHDi 100 SS FEEL PACK 5p.;20300;Diesel;2020;5;102;5;Manual;Negro
4261;A5;AUDI A5 2.7 TDI 190cv DPF multitronic 2p.;9500;Diesel;2008;228000;190;2;Automatico;Azul
4262;Golf;VOLKSWAGEN Golf 2.0 TSI 210cv GTI 3p.;14900;Gasolina;2011;118000;210;3;Manual;Azul
4263;Navara;NISSAN Navara 4X2 Doble Cabina SE 4p.;12700;Diesel;2006;256000;144;4;Manual;Negro
4264;500;FIAT 500 Sport 1.2 8v 51KW 69 CV MTA 3p.;11990;Gasolina;2020;2085;69;3;Manual;Negro
4265;Forester;SUBARU Forester 2.0i Hybrid CVT Sport Plus 5p.;33690;Gasolina;2021;10;150;5;Automatico;Marron
4266;Bipper;PEUGEOT Bipper 1.4 HDi 70 3p.;4400;Diesel;2008;210000;68;3;Manual;Blanco
4267;Serie 7;BMW Serie 7 740d xDrive 4p.;15900;Diesel;2011;260000;306;4;Automatico;Blanco
4268;Clase A;MERCEDES-BENZ Clase A A 180 CDI AMG Line 5p.;16900;Diesel;2014;93000;109;5;Automatico;Azul
4269;Insignia;OPEL Insignia ST 1.6 CDTi 100kW ecoTEC D Excellence 5p.;20490;Diesel;2019;12000;136;5;Manual;Blanco
4270;CLS;MERCEDES-BENZ CLS CLS 350 d 4MATIC 4p.;61254;Diesel;2018;12735;286;4;Automatico;Gris / Plata (GRIS SELENITA)
4271;X5;BMW X5 xDRIVE30d 5p.;13500;Diesel;2009;185000;235;5;Automatico;Negro
4272;307 SW;PEUGEOT 307 SW 1.6 Clim Plus 5p.;3999;Gasolina;2005;121200;110;5;Manual;Azul
4273;Sportage;KIA Sportage 1.6 TGDi 130kW GT Line Essentia DCT 4x4 5p.;26990;Gasolina;2019;16694;177;5;Automatico;Azul
4274;Sprinter;MERCEDES-BENZ Sprinter 319BlueTEC LARGO L 3.5T T. ALTO MIXTO 4p.;24990;Diesel;2015;109000;190;4;Manual;Blanco
4275;X2;BMW X2 xDrive20dA 5p.;33500;Diesel;2018;24500;190;5;Automatico;Blanco
4276;Captiva;CHEVROLET Captiva 2.0 VCDI 16V LTX 7 Plazas Auto 5p.;8490;Diesel;2009;161092;150;5;Automatico;Gris / Plata (Poly Silver)
4277;308;PEUGEOT 308 5p Access 1.6 BlueHDi 100 FAP 5p.;9900;Diesel;2016;125600;100;5;Manual;Azul
4278;Fiesta;FORD Fiesta 1.6 EcoBoost 182cv ST 3p 3p.;15990;Gasolina;2016;51000;182;3;Manual;Blanco
4279;C3;CITROEN C3 1.1i Cool 5p.;2999;Gasolina;2008;115000;61;5;Manual;Azul
4280;Clase A;MERCEDES-BENZ Clase A A 180 CDI Style 5p.;12999;Diesel;2014;140000;109;5;Manual;Negro
4281;Leon;SEAT Leon ST 1.6 TDI 110cv StSp Reference Plus 5p.;7999;Diesel;2016;165000;110;5;Manual;Blanco
4282;Clio;RENAULT Clio Sport Tou. Life 1.2 16v 55kW 75CV  18 5p.;8900;Gasolina;2018;14800;75;5;Manual;Blanco
4283;Micra;NISSAN Micra CC 1.6G 110 CV TEKNA 2p.;2500;Gasolina;2007;164000;110;2;Manual;Negro
4284;Golf;VOLKSWAGEN Golf Advance 1.6 TDI 110CV BMT 5p.;12900;Diesel;2016;140000;110;5;Manual;Negro
4285;QASHQAI;NISSAN QASHQAI dCi 85 kW 115 CV E6D TEKNA 5p.;16600;Diesel;2018;78640;115;5;Manual;Blanco
4286;718;PORSCHE 718 Boxster S 2p.;89960;Gasolina;2020;6000;350;2;Automatico;Gris / Plata
4287;XCeed;KIA XCeed 1.0 TGDi Tech 88kW 120CV 5p.;19500;Gasolina;2019;9500;120;5;Manual;Blanco
4288;Serie 1;BMW Serie 1 118d 5p.;12500;Diesel;2012;79000;143;5;Manual;Negro
4289;Focus;FORD Focus 1.6 TDCi 115cv Titanium 5p.;7200;Diesel;2012;109000;115;5;Manual;Azul
4290;Fiesta;FORD Fiesta 1.25 Duratec 60kW 82CV Trend 5p 5p.;8800;Gasolina;2017;78000;82;5;Automatico;Gris / Plata
4291;Talento;FIAT Talento M1 1.2 SX Largo 1.6 EcoJet 107kW 145CV;21490;Diesel;2018;51866;145;5;Manual;Gris / Plata
4292;Wrangler;JEEP Wrangler 4.0I 3p.;9900;Gasolina;1995;75000;178;3;Manual;Negro
4293;CC;VOLKSWAGEN CC 2.0 TDI 140cv DSG BluemotionTechnology 4p.;10300;Diesel;2013;194000;140;4;Automatico;Marron
4294;JUKE;NISSAN JUKE G E6DTemp 83 kW 112 CV 5MT ACENTA 5p.;12950;Gasolina;2019;32195;112;5;Manual;Rojo (*CAS*)
4295;Corsa;OPEL Corsa 1.2 Selective Start  Stop 5p.;6950;Gasolina;2014;127000;85;5;Manual;Blanco
4296;Tipo;FIAT Tipo 1.3 16v Lounge 95 CV diesel Multijet II 4p.;9400;Diesel;2016;43000;95;4;Manual;Marron
4297;QASHQAI;NISSAN QASHQAI 1.5 dCi ACENTA 5p.;14800;Diesel;2017;60493;110;5;Manual;Blanco (QAB Blanco Perlado Metalizado)
4298;Corolla Verso;TOYOTA Corolla Verso 1.8 VVTi Sol 5p.;4990;Gasolina;2006;136000;129;5;Automatico;Azul (CLARO)
4299;Serie 4;BMW Serie 4 418d Gran Coupe 5p.;24500;Diesel;2017;119400;150;5;Automatico;300 AlpinweiA? (sA3lido)
4300;Focus;FORD Focus 1.0 Ecoboost AutoStartStop 125cv Trend 5p.;8750;Gasolina;2012;57755;125;5;Manual;Blanco
4301;XC60;VOLVO XC60 2.0 D3 Momentum 5p.;18999;Diesel;2016;157999;150;5;Manual;Granate
4302;Civic;HONDA Civic 1.6 iDTEC Elegance 5p.;11990;Diesel;2016;99990;120;5;Manual;Rojo
4303;RX;LEXUS RX 450h Business 5p.;46900;Hibrido;2019;2244;313;5;Automatico;Blanco Sonic (met)
4304;Polo;VOLKSWAGEN Polo 1.6 TDI 90cv Sport 5p.;7000;Diesel;2010;102000;90;5;Manual;Negro
4305;Q7;AUDI Q7 3.0 TDI 245cv quattro tiptronic Advance 5p.;23900;Diesel;2013;249000;245;5;Automatico;Azul
4306;500;ABARTH 500 1.4 16v TJet 135cv 3p.;11990;Gasolina;2014;64000;135;3;Manual;Blanco
4307;Ibiza;SEAT Ibiza 1.0 MPI 59kW 80CV Style Plus 5p.;9590;Gasolina;2019;68689;80;5;Manual;Gris / Plata
4308;Transit Courier;FORD Transit Courier Van 1.5 TDCi 75cv Trend;8470;Diesel;2016;133909;75;4;Manual;Blanco
4309;V60;VOLVO V60 2.0 D4 Momentum 5p.;32900;Diesel;2019;1300;190;5;Automatico;Gris / Plata
4310;T-Cross;VOLKSWAGEN TCross Advance 1.0 TSI 70kW 95CV 5p.;17499;Gasolina;2019;1330;95;5;Manual;Verde
4311;X-TRAIL;NISSAN XTRAIL 1.6 dCi NCONNECTA 7 plazas 5p.;20000;Diesel;2017;54000;130;5;Automatico;Blanco
4312;Jumper;CITROEN Jumper BlueHDi 96KW 130CV Furgon 33L2H2;15850;Diesel;2017;99950;131;4;Manual;Blanco (MFP02 Blanco)
4313;308;PEUGEOT 308 5p Style PureTech 110 SS 6 Vel. MAN 5p.;16500;Gasolina;2020;4027;110;5;Manual;Gris / Plata
4314;Golf;VOLKSWAGEN Golf VI 2.0 TDI 110cv DPF Advance 5p.;7990;Diesel;2009;180000;110;5;Manual;Blanco
4315;Clio;RENAULT Clio Limited TCe 66kW 90CV 18 5p.;11500;Gasolina;2019;17150;90;5;Manual;Blanco
4316;Insignia;OPEL Insignia 1.6CDTI SS eco 100kW 136CV Excellence 5p.;10950;Diesel;2017;113611;136;5;Manual;Gris / Plata (*GET*)
4317;Panda;FIAT Panda Sport Hybrid 1.0 Gse 51kw 70CV 5p.;12950;Gasolina;2020;1;70;5;Manual;Gris / Plata
4318;Clase E;MERCEDES-BENZ Clase E Coupe E 220 CDI Blue Efficiency Avantg. 2p.;15200;Diesel;2011;138000;170;2;Manual;Negro
4319;Serie 3;BMW Serie 3 320d Auto. 4p.;33895;Diesel;2019;20206;190;4;Automatico;Blanco (BLANCO)
4320;Focus;FORD Focus 1.5 TDCi 88kW Business 5p.;12700;Diesel;2018;79600;120;5;Manual;Blanco
4321;308;PEUGEOT 308 Premium 1.6 VTi 120 5p.;5990;Gasolina;2009;67000;120;5;Manual;Gris / Plata
4322;GLE;MERCEDES-BENZ GLE GLE 350 d 4MATIC 5p.;67450;Diesel;2019;10000;272;5;Automatico;Negro (NEGRO OBSIDIANA)
4323;Clase SL;MERCEDES-BENZ Clase SL SL 500 2p.;13900;Gasolina;2003;223000;306;2;Automatico;Gris / Plata
4324;fortwo;SMART fortwo 0.9 66kW 90CV SS PASSION COUPE 3p.;9500;Gasolina;2016;20200;90;3;Automatico;Gris / Plata
4325;Polo;VOLKSWAGEN Polo 1.9 TDI Trendline 100CV 3p.;2500;Diesel;2003;247620;100;3;Manual;Gris / Plata
4326;Insignia;OPEL Insignia 1.6 CDTI Start  Stop 120 CV Business 5p.;9990;Diesel;2016;135880;120;5;Manual;Blanco
4327;Serie 2 Active Tourer;BMW Serie 2 Active Tourer 216d 5p.;22500;Diesel;2020;6001;116;5;Manual;Azul (C10 Mediterranblau metalizado)
4328;Clase GLA;MERCEDES-BENZ Clase GLA GLA 220 CDI 4Matic AMG Line 5p.;22950;Diesel;2015;62729;170;5;Automatico;Negro
4329;Kona;HYUNDAI Kona 1.6 GDI HEV Style Sky DT 5p.;25900;Hibrido;2019;9400;141;5;Automatico;Azul
4330;500;FIAT 500 1.2 8v 69 CV Pop 3p.;5250;Gasolina;2008;93000;69;3;Manual;Rojo
4331;Civic;HONDA Civic 1.4 iVTEC Sport 5p.;8000;Gasolina;2012;101051;100;5;Manual;Blanco
4332;Focus;FORD Focus 2.0 Ecoblue 110kW Active Auto 5p.;23900;Diesel;2019;12000;150;5;Automatico;Rojo
4333;V60;VOLVO V60 2.0 D3 RDesign 5p.;11200;Diesel;2012;170612;136;5;Manual;Gris / Plata (SOL Pintura sA3lida 619)
4334;A6;AUDI A6 3.0 TDI 218cv S tronic 4p.;23900;Diesel;2016;79000;218;4;Automatico;Negro
4335;Golf;VOLKSWAGEN Golf 1.6 Conceptline 105CV 3p.;2995;Gasolina;2002;143000;105;3;Manual;Blanco
4336;Corolla Verso;TOYOTA Corolla Verso 2.2 D4D 177cv Sport 5p.;4870;Diesel;2007;281122;177;5;Manual;Gris / Plata
4337;500;FIAT 500 1.2 8v 69 CV Lounge 3p.;6000;Gasolina;2011;160000;69;3;Manual;Blanco
4338;i20;HYUNDAI i20 i20 1.2 L PBT Classic AA Key 5p.;4490;Gasolina;2011;107000;78;5;Manual;Blanco
4339;Touareg;VOLKSWAGEN Touareg 3.0 V6 TDI Motion Tiptronic 5p.;13990;Diesel;2009;189000;240;5;Automatico;Negro
4340;Golf;VOLKSWAGEN Golf 1.8T GTI 5p.;3500;Gasolina;2001;236600;150;5;Manual;Azul
4341;2008;PEUGEOT 2008 Allure 1.6 BlueHDi 73KW 100CV 5p.;11400;Diesel;2017;115688;100;5;Manual;P0WP Blanco Banquise (opaco)
4342;308;PEUGEOT 308 SW Allure 1.2 PureTech 96KW 130CV EAT6 5p.;13990;Gasolina;2016;79000;130;5;Automatico;Gris / Plata
4343;QASHQAI;NISSAN QASHQAI 1.5 dCi ACENTA 5p.;13690;Diesel;2016;113589;110;5;Manual;Gris / Plata (Gris)
4344;Boxster;PORSCHE Boxster 2.9 2p.;32300;Gasolina;2011;128000;255;2;Automatico;Gris / Plata
4345;Clase B;MERCEDES-BENZ Clase B B 180 CDI 5p.;9990;Diesel;2011;100000;109;5;Automatico;Negro
4346;MINI;MINI MINI Cooper D Clubman 5p.;6900;Diesel;2007;163000;110;5;Manual;Gris / Plata
4347;Wrangler;JEEP Wrangler 2.5 SOFT TOP 3p.;12000;Gasolina;1996;84000;121;3;Manual;Verde
4348;Yaris;TOYOTA Yaris 1.0 70 City 5p.;7900;Gasolina;2016;51622;69;5;Manual;Gris / Plata (Gris Plomo)
4349;A3;AUDI A3 sport edition 2.0 TDI 3p.;17500;Diesel;2016;59000;150;3;Manual;Azul
4350;Tiguan;VOLKSWAGEN Tiguan Sport 2.0 TDI 110kW150CV BMT 5p.;21750;Diesel;2017;138527;150;5;Manual;Beige
4351;Karoq;SKODA Karoq 1.5 TSI 110kW 150CV ACT Sportline 5p.;25870;Gasolina;2021;0;150;5;Manual;Blanco (Blanco Luna Metalizado)
4352;Laguna;RENAULT Laguna GRAND TOUR DYNAMIQUE 2.0 16V 5p.;1700;Gasolina;2003;240673;135;5;Manual;Beige
4353;Mondeo;FORD Mondeo 2.0 TDCi 140cv Limited Edition 5p.;13400;Diesel;2014;114527;140;5;Manual;Granate
4354;JUKE;NISSAN JUKE dCi E6C 81 kW 110 CV 6MT ACENTA 5p.;15900;Diesel;2018;15000;110;5;Manual;Negro
4355;A7;AUDI A7 S line 3.0 TDI quattro S tro Sportback 5p.;28900;Diesel;2016;140000;272;5;Manual;Negro
4356;Clase C;MERCEDES-BENZ Clase C C 180 K Avantgarde Estate 5p.;8490;Gasolina;2008;233000;156;5;Automatico;Gris / Plata
4357;Serie 5;BMW Serie 5 520D TOURING 5p.;18500;Diesel;2012;82243;184;5;Manual;Blanco (*GET*)
4358;Mondeo;FORD Mondeo 1.8I CLX 5p.;1000;Gasolina;1997;106000;115;5;Manual;Verde
4359;Tiguan;VOLKSWAGEN Tiguan Sport 2.0 TSI 132kW 180CV 4Motion DSG 5p.;28500;Gasolina;2018;66000;180;5;Automatico;Naranja
4360;Polo;VOLKSWAGEN Polo GTI 2.0 TSI 147kW 200CV DSG 5p.;28441;Gasolina;2020;1;200;5;Automatico;Negro (Negro Profundo.)
4361;Alhambra;SEAT Alhambra 2.0 TDI 110kW 150CV DSG StSp Sty Trav 5p.;17900;Diesel;2018;122999;150;5;Automatico;Negro
4362;Grand Scenic;RENAULT Grand Scenic CONFORT DYNAMIQUE 1.5DCI100 5p.;1700;Diesel;2004;203000;100;5;Manual;Blanco
4363;Aygo;TOYOTA Aygo 1.0 70 xplay 5p.;7990;Gasolina;2017;58000;69;5;Manual;Blanco
4364;159;ALFA ROMEO 159 1.9 JTD 16v Selective 4p.;4490;Diesel;2007;228000;150;4;Automatico;Gris / Plata
4365;Zafira Tourer;OPEL Zafira Tourer 2.0 CDTi 165 CV Selective Auto 5p.;11800;Diesel;2012;118785;165;5;Automatico;Rojo
4366;Tiguan;VOLKSWAGEN Tiguan 2.0 TDI 110cv 4x2 T1 BlueMotion Tech 5p.;13990;Diesel;2013;108000;110;5;Manual;Negro
4367;Focus;FORD Focus 1.5 TDCi E6 120cv Trend 5p.;10299;Diesel;2016;47394;120;5;Manual;pa10 Negro Grafito (metalizado)
4368;Corsa;OPEL Corsa 1.2T XHL 74kW 100CV GSLine 5p.;18400;Gasolina;2020;10;100;5;Manual;Gris / Plata
4369;Clase CLA;MERCEDES-BENZ Clase CLA CLA 200 d Shooting Brake 5p.;22750;Diesel;2016;29000;136;5;Automatico;650 Blanco Cirro (sA3lido)
4370;Hilux;TOYOTA Hilux 2.4 D4D Cabina Doble GX 4x4 4p.;19900;Diesel;2017;139000;150;4;Manual;Blanco
4371;Grandland X;OPEL Grandland X 1.6 CDTi Excellence 5p.;18250;Diesel;2018;64900;120;5;Manual;Gris / Plata
4372;Focus;FORD Focus 1.5 TDCi E6 120cv Business 5p.;11590;Diesel;2016;54590;120;5;Manual;Blanco
4373;508;PEUGEOT 508 SW Active 1.6 eHDI 115 CMP BLUE LION 5p.;7490;Diesel;2013;148000;115;5;Automatico;Gris / Plata (Oscuro)
4374;MINI;MINI MINI COOPER S 5 PUERTAS automatico 5p.;22800;Gasolina;2015;66000;192;5;Automatico;Rojo
4375;Accord;HONDA Accord 2.2 iCTDi Executive Piel 4p.;6500;Diesel;2007;166666;140;4;Manual;Negro
4376;Clase B;MERCEDES-BENZ Clase B B 180 CDI Sport 5p.;11900;Diesel;2013;144902;109;5;Manual;Blanco
4377;GLC Coupe;MERCEDES-BENZ GLC Coupe GLC 200 4MATIC 5p.;62900;Hibrido;2020;4764;197;5;Automatico;Gris / Plata (Plata Polar)
4378;Xsara Picasso;CITROEN Xsara Picasso 1.6 HDi 92 X 5p.;2490;Diesel;2006;165000;92;5;Manual;Gris / Plata
4379;Corsa;OPEL Corsa 1.4 Expression 55kW 75CV 5p.;6500;Gasolina;2017;39896;75;5;Manual;Rojo
4380;JUKE;NISSAN JUKE 1.5 dCi ACENTA 4X2 5p.;10750;Diesel;2014;48695;110;5;Manual;Rojo (*BIL*)
4381;C5;CITROEN C5 2.0 HDi 140cv Exclusive 4p.;7900;Diesel;2010;190184;140;4;Manual;Gris / Plata
4382;Leon;SEAT Leon 1.9 TDi 150CV 4 SPORT FORMULA RACING 5p.;3400;Diesel;2003;240000;150;5;Manual;Blanco
4383;Clase GLC;MERCEDES-BENZ Clase GLC GLC 300 de 4MATIC 5p.;58196;Hibrido enchufable;2020;1;306;5;Automatico;Blanco (149 Blanco polar)
4384;Q3;AUDI Q3 Design edition 2.0 TDI 150CV 5p.;21900;Diesel;2016;79000;150;5;Manual;Blanco
4385;323;MAZDA 323 F 2.0 V6 24V 5p.;1750;Gasolina;1996;162000;147;5;Manual;Blanco
4386;X3;BMW X3 XDRIVE20D 5p.;30990;Diesel;2017;81000;190;5;Automatico;Azul (Oscuro)
4387;Scirocco;VOLKSWAGEN Scirocco 2.0 TDI 140cv DPF DSG 3p.;12900;Diesel;2011;125000;140;3;Automatico;Rojo (4Y4Y Rojo AsiAtico)
4388;Duster;DACIA Duster Laureate 2013 dCi 110 5p.;9500;Diesel;2013;85000;110;5;Manual;Blanco
4389;Grandland X;OPEL Grandland X 1.5 CDTi Ultimate Auto 5p.;25900;Diesel;2019;13000;130;5;Automatico;Tapiceria Mixta tela/simil cuero Harlekin Negro Jet (asiento Deportivo)
4390;3008;PEUGEOT 3008 1.2 PureTech 96KW 130CV SS Allure 5p.;23500;Gasolina;2019;27847;130;5;Manual;Gris / Plata (Gris)
4391;Astra;OPEL Astra 1.5D DVH 90kW 122CV GS Line ST 5p.;19600;Diesel;2020;7;122;5;Manual;Blanco
4392;Jumper;CITROEN Jumper BlueHDi 96KW 130CV Furgon 35L3H3;17900;Diesel;2018;59000;131;4;Manual;Blanco
4393;Grand Scenic;RENAULT Grand Scenic Zen TCe 97kW 130CV 5p.;15400;Gasolina;2017;50000;130;5;Manual;Blanco
4394;Focus;FORD Focus 1.6 TIVCT 125cv Trend 5p.;7500;Gasolina;2014;64000;125;5;Manual;Gris / Plata
